taxa,name,IUCN_Status,tot_area,BL_area,PA_area,BL_perc,PA_perc,Bio_Rich,avg %BL,avg %PA,avg bior BL,avg bior PA
birds,Empidonax oberholseri,LC,3.30E+11,3418390733,41327104928,1.035067875,12.51359543,4.98,3.419,11.249,4.234,4.932
birds,Empidonax occidentalis,LC,5.46E+12,2.06E+11,5.23E+11,3.766782957,9.56872411,4.98,3.419,11.249,4.234,4.932
birds,Empidonax traillii,LC,2.29E+12,19137686466,2.07E+11,0.837299773,9.03994437,4.98,3.419,11.249,4.234,4.932
birds,Empidonax virescens,LC,8.75E+11,10165253311,1.40E+11,1.161964652,15.96148665,4.98,3.419,11.249,4.234,4.932
birds,Empidonax wrightii,LC,2.43E+12,15427997000,1.89E+11,0.635854732,7.774673309,4.98,3.419,11.249,4.234,4.932
birds,Eremophila alpestris,LC,1.40E+12,18446766612,1.33E+11,1.315791247,9.475820925,4.98,3.419,11.249,4.234,4.932
birds,Euphagus cyanocephalus,LC,5.37E+12,61585812951,5.38E+11,1.146922594,10.01896178,4.98,3.419,11.249,4.234,4.932
birds,Falcipennis canadensis,LC,4.78E+12,34819124908,4.78E+11,0.729059823,10.01781663,4.98,3.419,11.249,4.234,4.932
birds,Falcipennis franklinii,LC,9.57E+11,16476104135,1.53E+11,1.720852834,15.94293705,4.98,3.419,11.249,4.234,4.932
birds,Falco columbarius,LC,4.17E+12,42319873694,4.20E+11,1.014859485,10.07637632,4.98,3.419,11.249,4.234,4.932
birds,Falco mexicanus,LC,5.38E+11,6666311026,97117601243,1.239019934,18.05055952,4.98,3.419,11.249,4.234,4.932
birds,Falco peregrinus,LC,2.41E+11,2187921668,43448677910,0.906291318,17.99751799,4.98,3.419,11.249,4.234,4.932
birds,Falco sparverius,LC,1.15E+12,10423570082,1.44E+11,0.909867895,12.56535509,4.98,3.419,11.249,4.234,4.932
birds,Fratercula cirrhata,LC,13660990878,232688236.1,113117532.6,1.703304234,0.828033147,4.98,3.419,11.249,4.234,4.932
birds,Fratercula corniculata,LC,4514261447,84784769.03,857852124.8,1.878153714,19.00315555,4.98,3.419,11.249,4.234,4.932
birds,Fulica americana,LC,6.62E+12,5.48E+11,7.61E+11,8.285948248,11.49735554,4.98,3.419,11.249,4.234,4.932
birds,Fulmarus glacialis,LC,6.00E+12,1.76E+11,5.61E+11,2.936130069,9.35689985,4.98,3.419,11.249,4.234,4.932
birds,Gallinago delicata,LC,1.90E+12,23126436664,1.78E+11,1.216956764,9.359279445,4.98,3.419,11.249,4.234,4.932
birds,Gallinula galeata,LC,5.12E+12,1.46E+11,4.49E+11,2.855252937,8.769627782,4.98,3.419,11.249,4.234,4.932
birds,Gavia immer,LC,9.93E+11,18161795011,1.47E+11,1.829768863,14.77113429,4.98,3.419,11.249,4.234,4.932
birds,Gavia pacifica,LC,6.96E+12,1.62E+11,7.22E+11,2.330178819,10.36216642,4.98,3.419,11.249,4.234,4.932
birds,Gavia stellata,LC,4.73E+11,8255127799,37207754965,1.745811668,7.868773729,4.98,3.419,11.249,4.234,4.932
birds,Geothlypis trichas,LC,4.97E+12,1.17E+11,4.81E+11,2.34951623,9.691211008,4.98,3.419,11.249,4.234,4.932
birds,Glaucidium californicum,LC,43133311657,981045729.5,2817070724,2.274450284,6.53107915,4.98,3.419,11.249,4.234,4.932
birds,Haematopus ater,LC,2.53E+11,1527179021,17783550897,0.603308303,7.025347895,4.98,3.419,11.249,4.234,4.932
birds,Haliaeetus leucocephalus,LC,1.40E+12,2.56E+11,1.92E+11,18.25100834,13.69217443,4.98,3.419,11.249,4.234,4.932
birds,Hirundo rustica,LC,4.69E+12,56170197330,4.85E+11,1.198079439,10.33463987,4.98,3.419,11.249,4.234,4.932
birds,Histrionicus histrionicus,LC,6.80E+11,4359555861,1.09E+11,0.641308903,16.079601,4.98,3.419,11.249,4.234,4.932
birds,Hydrobates castro,LC,4203979947,0,4154632805,0,98.82618036,4.98,3.419,11.249,4.234,4.932
birds,Hydrobates furcatus,LC,69276384862,412528697.5,12585678848,0.595482426,18.16734357,4.98,3.419,11.249,4.234,4.932
birds,Hydrobates leucorhous,LC,5.89E+12,1.96E+11,6.08E+11,3.320772254,10.31408863,4.98,3.419,11.249,4.234,4.932
birds,Hydrocoloeus minutus,LC,4.23E+12,60519284011,4.48E+11,1.430743507,10.59741629,4.98,3.419,11.249,4.234,4.932
birds,Hydroprogne caspia,LC,1.78E+12,54984400256,2.68E+11,3.090036105,15.07070563,4.98,3.419,11.249,4.234,4.932
birds,Hylatomus pileatus,LC,1.50E+11,238255753.9,15100151819,0.159059696,10.08087118,4.98,3.419,11.249,4.234,4.932
birds,Icteria virens,LC,1.36E+11,5699495264,9380719933,4.178706121,6.877674248,4.98,3.419,11.249,4.234,4.932
birds,Icterus bullockii,LC,2.70E+12,20413383787,2.60E+11,0.755146583,9.614555434,4.98,3.419,11.249,4.234,4.932
birds,Icterus galbula,LC,5.47E+11,3672534607,43225700118,0.671198304,7.899998157,4.98,3.419,11.249,4.234,4.932
birds,Icterus spurius,LC,1.98E+11,5096874563,17471902901,2.57502191,8.827082601,4.98,3.419,11.249,4.234,4.932
birds,Ixobrychus exilis,LC,75650816313,696361090.9,6291502436,0.920493823,8.316503037,4.98,3.419,11.249,4.234,4.932
birds,Junco hyemalis,LC,1.35E+12,19766587573,98887401126,1.464743844,7.327755057,4.98,3.419,11.249,4.234,4.932
birds,Lagopus lagopus,LC,70721437944,959448679.5,1709222403,1.356658896,2.416837741,4.98,3.419,11.249,4.234,4.932
birds,Lagopus leucura,LC,68320390152,657396396,966703753.5,0.962225764,1.41495643,4.98,3.419,11.249,4.234,4.932
birds,Lagopus muta,LC,6.76E+12,2.00E+11,6.63E+11,2.956553809,9.802154711,4.98,3.419,11.249,4.234,4.932
birds,Lanius excubitor,LC,6.92E+12,5.10E+11,7.12E+11,7.37547241,10.29152724,4.98,3.419,11.249,4.234,4.932
birds,Lanius ludovicianus,LC,1.31E+12,23180214198,2.27E+11,1.766370959,17.31182128,4.98,3.419,11.249,4.234,4.932
birds,Larus atricilla,LC,6.06E+12,5.80E+11,7.12E+11,9.582453558,11.74560208,4.98,3.419,11.249,4.234,4.932
birds,Larus californicus,LC,4.14E+12,1.61E+11,4.56E+11,3.892794321,11.01976247,4.98,3.419,11.249,4.234,4.932
birds,Larus canus,LC,7.06E+11,10079864401,43505937703,1.427768272,6.16242392,4.98,3.419,11.249,4.234,4.932
birds,Larus delawarensis,LC,1936845131,133940845.4,209758417.1,6.915413278,10.82990135,4.98,3.419,11.249,4.234,4.932
birds,Larus fuscus,LC,1.33E+12,17310019474,1.21E+11,1.302120098,9.139242373,4.98,3.419,11.249,4.234,4.932
birds,Larus glaucescens,LC,2.21E+12,1.69E+11,2.00E+11,7.629697292,9.026604539,4.98,3.419,11.249,4.234,4.932
birds,Larus glaucoides,LC,3.38E+12,32455478526,3.33E+11,0.959283112,9.854878279,4.98,3.419,11.249,4.234,4.932
birds,Larus hyperboreus,LC,1638850386,0,6911583.101,0,0.421733622,4.98,3.419,11.249,4.234,4.932
birds,Larus marinus,LC,1.79E+11,670116456.1,43468779760,0.373962625,24.2580209,4.98,3.419,11.249,4.234,4.932
birds,Larus occidentalis,LC,1.07E+12,2.06E+11,88852997758,19.22700733,8.301799995,4.98,3.419,11.249,4.234,4.932
birds,Larus philadelphia,LC,1138719175,9019663.865,134674155.8,0.792088521,11.82681023,4.98,3.419,11.249,4.234,4.932
birds,Larus pipixcan,LC,32953165789,5550607823,3419315613,16.84392892,10.37628868,4.98,3.419,11.249,4.234,4.932
birds,Larus ridibundus,LC,4.08E+11,2363651477,32268213609,0.57908108,7.905527599,4.98,3.419,11.249,4.234,4.932
birds,Larus smithsonianus,LC,7630261701,115772483.8,589839123.5,1.517280643,7.730260725,4.98,3.419,11.249,4.234,4.932
birds,Larus thayeri,LC,3.77E+12,1.43E+11,3.20E+11,3.79065837,8.480469732,4.98,3.419,11.249,4.234,4.932
birds,Leuconotopicus albolarvatus,LC,6.63E+11,13571925404,48490983806,2.046509011,7.311949658,4.98,3.419,11.249,4.234,4.932
birds,Leuconotopicus villosus,LC,3.00E+11,51701479424,34214056400,17.25598808,11.41935117,4.98,3.419,11.249,4.234,4.932
birds,Leucosticte tephrocotis,LC,2.04E+12,14454538774,2.42E+11,0.707647364,11.82568753,4.98,3.419,11.249,4.234,4.932
birds,Limnodromus griseus,LC,4.20E+12,48474823699,4.88E+11,1.154105572,11.61698197,4.98,3.419,11.249,4.234,4.932
birds,Limnodromus scolopaceus,LC,7.12E+12,2.19E+11,2.08E+11,3.081993127,2.918567919,4.98,3.419,11.249,4.234,4.932
birds,Limosa fedoa,LC,5.72E+12,1.84E+11,5.80E+11,3.209770973,10.13433955,4.98,3.419,11.249,4.234,4.932
birds,Limosa haemastica,LC,39846736426,94032813.2,4566961539,0.235986235,11.46131891,4.98,3.419,11.249,4.234,4.932
birds,Lophodytes cucullatus,LC,4.18E+12,2.08E+11,4.11E+11,4.984894847,9.831536028,4.98,3.419,11.249,4.234,4.932
birds,Loxia curvirostra,LC,3.45E+12,1.53E+11,3.47E+11,4.432601433,10.05743729,4.98,3.419,11.249,4.234,4.932
birds,Loxia leucoptera,LC,1.78E+11,1059381949,10221155968,0.593709866,5.728246688,4.98,3.419,11.249,4.234,4.932
birds,Mareca americana,LC,4.52E+12,40197199429,4.67E+11,0.888411745,10.32069944,4.98,3.419,11.249,4.234,4.932
birds,Mareca penelope,LC,5.33E+12,63722399940,5.50E+11,1.195975636,10.32902922,4.98,3.419,11.249,4.234,4.932
birds,Mareca strepera,LC,6.45E+12,3.72E+11,6.83E+11,5.769839938,10.57946629,4.98,3.419,11.249,4.234,4.932
birds,Megaceryle alcyon,LC,9.78E+11,14415900361,88519731209,1.474229383,9.052392527,4.98,3.419,11.249,4.234,4.932
birds,Megascops asio,LC,4.11E+11,5627902442,73303026554,1.368820098,17.82878382,4.98,3.419,11.249,4.234,4.932
birds,Megascops kennicottii,LC,3.55E+11,6070988926,33231069473,1.709067837,9.355008336,4.98,3.419,11.249,4.234,4.932
birds,Melanerpes carolinus,LC,7.24E+11,96502203977,1.06E+11,13.33616674,14.59841127,4.98,3.419,11.249,4.234,4.932
birds,Melanerpes lewis,LC,1.34E+12,20338704820,1.29E+11,1.522563746,9.627030274,4.98,3.419,11.249,4.234,4.932
birds,Melanitta deglandi,LC,6071612731,25268619.87,215754231.7,0.41617641,3.553491326,4.98,3.419,11.249,4.234,4.932
birds,Melanitta perspicillata,LC,1.06E+12,1.39E+11,1.39E+11,13.06892244,13.07379737,4.98,3.419,11.249,4.234,4.932
birds,Meleagris gallopavo,LC,1.02E+12,11129028188,98011809419,1.091028625,9.608537949,4.98,3.419,11.249,4.234,4.932
birds,Melospiza georgiana,LC,2.05E+12,15378681013,2.01E+11,0.750725226,9.813637716,4.98,3.419,11.249,4.234,4.932
birds,Melospiza lincolnii,LC,8.85E+11,6389980783,1.68E+11,0.721969798,18.93736084,4.98,3.419,11.249,4.234,4.932
birds,Melospiza melodia,LC,1.20E+11,1204280516,16778679394,1.003090654,13.97559476,4.98,3.419,11.249,4.234,4.932
birds,Mergus merganser,LC,2.99E+11,24522992489,11926055313,8.209328363,3.99237182,4.98,3.419,11.249,4.234,4.932
birds,Mergus serrator,LC,6.15E+12,1.52E+11,6.02E+11,2.475591,9.780310026,4.98,3.419,11.249,4.234,4.932
birds,Mimus polyglottos,LC,1.01E+11,427805467.1,14934890465,0.422831195,14.76123627,4.98,3.419,11.249,4.234,4.932
birds,Mniotilta varia,LC,6.58E+11,9086798321,77689359035,1.381645149,11.81264536,4.98,3.419,11.249,4.234,4.932
birds,Molothrus ater,LC,5.85E+12,1.41E+11,5.56E+11,2.414471787,9.498914372,4.98,3.419,11.249,4.234,4.932
birds,Morus bassanus,LC,4.06E+12,65291616561,4.13E+11,1.608424067,10.16524275,4.98,3.419,11.249,4.234,4.932
birds,Motacilla flava,LC,1.58E+12,21771221158,1.36E+11,1.37479516,8.614136381,4.98,3.419,11.249,4.234,4.932
birds,Myadestes townsendi,LC,90688105184,980834324.1,15265236875,1.081546827,16.83267816,4.98,3.419,11.249,4.234,4.932
birds,Myiarchus crinitus,LC,1.80E+12,3.34E+11,1.69E+11,18.53125297,9.373129881,4.98,3.419,11.249,4.234,4.932
birds,Nucifraga columbiana,LC,28771032662,431482649.1,116700312.9,1.499712069,0.405617394,4.98,3.419,11.249,4.234,4.932
birds,Numenius americanus,LC,26802617196,195584506.4,4365242137,0.729721672,16.28662643,4.98,3.419,11.249,4.234,4.932
birds,Numenius phaeopus,LC,35406707353,851650780.7,1963975689,2.405337419,5.546902933,4.98,3.419,11.249,4.234,4.932
birds,Nycticorax nycticorax,LC,12144856552,25620697.37,295333113.4,0.210959242,2.431754646,4.98,3.419,11.249,4.234,4.932
birds,Oceanites oceanicus,LC,2.93E+12,28431179251,2.57E+11,0.970920467,8.791822355,4.98,3.419,11.249,4.234,4.932
birds,Oenanthe oenanthe,LC,3.79E+12,33660578249,4.33E+11,0.887826955,11.4144698,4.98,3.419,11.249,4.234,4.932
birds,Oporornis agilis,LC,5.40E+12,1.10E+11,4.74E+11,2.037600613,8.772047762,4.98,3.419,11.249,4.234,4.932
birds,Oporornis philadelphia,LC,141285855.8,23534.89294,108189487.6,0.016657643,76.57488928,4.98,3.419,11.249,4.234,4.932
birds,Oporornis tolmiei,LC,1.54E+11,9410686454,46005596210,6.093072324,29.78692643,4.98,3.419,11.249,4.234,4.932
birds,Oreoscoptes montanus,LC,2.61E+12,70069247964,2.23E+11,2.686702724,8.564568854,4.98,3.419,11.249,4.234,4.932
birds,Oxyura jamaicensis,LC,2.97E+11,3388834764,59139226870,1.139991889,19.89422431,4.98,3.419,11.249,4.234,4.932
birds,Pandion haliaetus,LC,7.21E+11,8356314078,1.45E+11,1.159599972,20.11692138,4.98,3.419,11.249,4.234,4.932
birds,Parkesia motacilla,LC,38758691590,287449640.5,2305461215,0.741639175,5.948243143,4.98,3.419,11.249,4.234,4.932
birds,Parkesia noveboracensis,LC,7.56E+11,7357816029,50253460546,0.973008751,6.645593837,4.98,3.419,11.249,4.234,4.932
birds,Parula americana,LC,4.46E+12,39250839908,5.16E+11,0.880315431,11.56504359,4.98,3.419,11.249,4.234,4.932
birds,Parus atricapillus,LC,1.25E+12,14160743500,1.25E+11,1.132791857,10.01058134,4.98,3.419,11.249,4.234,4.932
birds,Parus cinctus,LC,59080938331,1084559588,6099981100,1.835718285,10.3247871,4.98,3.419,11.249,4.234,4.932
birds,Parus gambeli,LC,20169591890,4897456979,1304749685,24.28138856,6.468894822,4.98,3.419,11.249,4.234,4.932
birds,Parus hudsonicus,LC,1.79E+12,3.19E+11,2.02E+11,17.80764753,11.2831828,4.98,3.419,11.249,4.234,4.932
birds,Parus rufescens,LC,3.92E+12,1.22E+11,4.22E+11,3.102631842,10.77641124,4.98,3.419,11.249,4.234,4.932
birds,Passerculus sandwichensis,LC,2.75E+11,4740712720,25700837625,1.72617335,9.358107863,4.98,3.419,11.249,4.234,4.932
birds,Passerella iliaca,LC,3.75E+12,65158799471,4.03E+11,1.737360244,10.73542085,4.98,3.419,11.249,4.234,4.932
birds,Passerina amoena,LC,3.45E+11,5073502602,63221244747,1.470047422,18.3183562,4.98,3.419,11.249,4.234,4.932
birds,Passerina cyanea,LC,5.15E+11,1740318506,87453948294,0.338010226,16.9855855,4.98,3.419,11.249,4.234,4.932
birds,Patagioenas fasciata,LC,10567813692,96638539.82,891172220.3,0.914461048,8.4328911,4.98,3.419,11.249,4.234,4.932
birds,Pelecanus erythrorhynchos,LC,3.59E+12,46178837295,3.05E+11,1.287881068,8.513812917,4.98,3.419,11.249,4.234,4.932
birds,Perisoreus canadensis,LC,1.29E+11,2360806769,7016838116,1.82352963,5.419932024,4.98,3.419,11.249,4.234,4.932
birds,Petrochelidon pyrrhonota,LC,1.73E+12,21967467647,1.69E+11,1.27078549,9.795275525,4.98,3.419,11.249,4.234,4.932
birds,Phalacrocorax auritus,LC,1.24E+12,14327114248,1.42E+11,1.154842258,11.43071646,4.98,3.419,11.249,4.234,4.932
birds,Phalacrocorax carbo,LC,2.52E+12,4.28E+11,3.01E+11,16.99198132,11.97085383,4.98,3.419,11.249,4.234,4.932
birds,Phalacrocorax pelagicus,LC,2.43E+12,4.41E+11,3.11E+11,18.15008858,12.79688619,4.98,3.419,11.249,4.234,4.932
birds,Phalacrocorax penicillatus,LC,8.08E+11,1.71E+11,1.15E+11,21.15321851,14.18029117,4.98,3.419,11.249,4.234,4.932
birds,Phalaenoptilus nuttallii,LC,7.40E+11,11393559560,49737509686,1.539599631,6.720976983,4.98,3.419,11.249,4.234,4.932
birds,Phalaropus fulicarius,LC,3.47E+12,27594904062,2.96E+11,0.794878553,8.52049261,4.98,3.419,11.249,4.234,4.932
birds,Phalaropus lobatus,LC,4.77E+12,5.80E+11,5.60E+11,12.16043211,11.73952458,4.98,3.419,11.249,4.234,4.932
birds,Pheucticus ludovicianus,LC,2.52E+12,20492833486,2.45E+11,0.812873215,9.707317366,4.98,3.419,11.249,4.234,4.932
birds,Pheucticus melanocephalus,LC,5.95E+11,4102322098,39967040541,0.689442681,6.71692347,4.98,3.419,11.249,4.234,4.932
birds,Pica pica,LC,6.04E+12,1.77E+11,5.78E+11,2.938226127,9.573856129,4.98,3.419,11.249,4.234,4.932
birds,Picoides arcticus,LC,4340870069,73628843.07,978754741.5,1.696177077,22.54743233,4.98,3.419,11.249,4.234,4.932
birds,Picoides tridactylus,LC,1184367936,9315451.147,139819622.1,0.786533548,11.80542109,4.98,3.419,11.249,4.234,4.932
birds,Pinicola enucleator,LC,1184367936,9315451.147,139819622.1,0.786533548,11.80542109,4.98,3.419,11.249,4.234,4.932
birds,Pipilo erythrophthalmus,LC,6.27E+12,1.69E+11,6.15E+11,2.696510201,9.809313135,4.98,3.419,11.249,4.234,4.932
birds,Pipilo maculatus,LC,1.28E+12,27908581876,2.02E+11,2.175079984,15.72150133,4.98,3.419,11.249,4.234,4.932
birds,Piranga ludoviciana,LC,33875021690,523319981.4,182163321.5,1.544855045,0.537751158,4.98,3.419,11.249,4.234,4.932
birds,Piranga olivacea,LC,9.61E+11,17164685371,81784112758,1.786176131,8.510545165,4.98,3.419,11.249,4.234,4.932
birds,Plectrophenax nivalis,LC,4.04E+11,28890731902,71531677776,7.145966765,17.69297482,4.98,3.419,11.249,4.234,4.932
birds,Plegadis chihi,LC,3.86E+12,24826731199,4.17E+11,0.643336317,10.80278123,4.98,3.419,11.249,4.234,4.932
birds,Pluvialis dominica,LC,3.38E+12,38378390798,3.52E+11,1.136851473,10.43794991,4.98,3.419,11.249,4.234,4.932
birds,Pluvialis squatarola,LC,5.30E+11,8130334078,72985202830,1.535452534,13.78360515,4.98,3.419,11.249,4.234,4.932
birds,Podiceps nigricollis,LC,64695380599,695283080.1,6015486668,1.074702821,9.298170306,4.98,3.419,11.249,4.234,4.932
birds,Podilymbus podiceps,LC,9761157475,96640069.13,1159882126,0.990047229,11.88262897,4.98,3.419,11.249,4.234,4.932
birds,Polioptila caerulea,LC,3.74E+11,18319125823,42512318844,4.901219436,11.37402545,4.98,3.419,11.249,4.234,4.932
birds,Pooecetes gramineus,LC,4.82E+12,1.06E+11,5.36E+11,2.202258255,11.1267024,4.98,3.419,11.249,4.234,4.932
birds,Porzana carolina,LC,1.87E+11,2786307893,16168110862,1.493148873,8.664296063,4.98,3.419,11.249,4.234,4.932
birds,Progne subis,LC,4.49E+12,53869612480,4.80E+11,1.199381775,10.68577574,4.98,3.419,11.249,4.234,4.932
birds,Protonotaria citrea,LC,1.79E+12,12684364736,1.62E+11,0.709587275,9.076964335,4.98,3.419,11.249,4.234,4.932
birds,Psaltriparus minimus,LC,2.43E+11,2350304469,29793490075,0.965406915,12.23792139,4.98,3.419,11.249,4.234,4.932
birds,Psiloscops flammeolus,LC,2.54E+12,22549994319,2.63E+11,0.886732385,10.32684821,4.98,3.419,11.249,4.234,4.932
birds,Puffinus puffinus,LC,2.69E+12,23518482660,2.56E+11,0.873427399,9.506500583,4.98,3.419,11.249,4.234,4.932
birds,Quiscalus quiscula,LC,20488711721,437763351.6,95617906.6,2.136607502,0.466685792,4.98,3.419,11.249,4.234,4.932
birds,Rallus limicola,LC,5.86E+12,1.55E+11,2.03E+11,2.650307366,3.455365642,4.98,3.419,11.249,4.234,4.932
birds,Recurvirostra americana,LC,5.05E+12,72699581536,4.72E+11,1.439455703,9.351016248,4.98,3.419,11.249,4.234,4.932
birds,Regulus calendula,LC,4.92E+12,3.08E+11,5.84E+11,6.254969464,11.86477713,4.98,3.419,11.249,4.234,4.932
birds,Regulus satrapa,LC,1.69E+12,2.76E+11,1.98E+11,16.32323858,11.71434534,4.98,3.419,11.249,4.234,4.932
birds,Rhodostethia rosea,LC,6.12E+12,1.61E+11,5.10E+11,2.634438495,8.326675917,3.7,3.419,11.249,4.234,4.932
birds,Rhynchophanes mccownii,LC,93733282373,668510741.7,10559702362,0.713205304,11.26569143,3.7,3.419,11.249,4.234,4.932
birds,Riparia riparia,LC,16412263983,512925959.9,2120880342,3.125260235,12.92253369,3.7,3.419,11.249,4.234,4.932
birds,Rissa tridactyla,LC,14208313029,266491280.6,2042745717,1.875601136,14.3771165,3.7,3.419,11.249,4.234,4.932
birds,Salpinctes obsoletus,LC,1.37E+11,3762490145,57783155293,2.742984589,42.12590555,3.7,3.419,11.249,4.234,4.932
birds,Sayornis phoebe,LC,1.31E+12,14019224988,1.26E+11,1.071654414,9.66194506,3.7,3.419,11.249,4.234,4.932
birds,Sayornis saya,LC,5.80E+12,2.38E+11,5.62E+11,4.105055052,9.695057893,3.7,3.419,11.249,4.234,4.932
birds,Scolopax minor,LC,16538669910,341984125.2,94219398.02,2.067784937,0.569691508,3.7,3.419,11.249,4.234,4.932
birds,Seiurus aurocapilla,LC,3400228389,0,1395511712,0,41.04170521,3.7,3.419,11.249,4.234,4.932
birds,Selasphorus calliope,LC,1.78E+12,3.51E+11,2.00E+11,19.71936816,11.23107014,3.7,3.419,11.249,4.234,4.932
birds,Selasphorus rufus,LC,4.91E+11,2952759162,49368837186,0.601552374,10.05769167,3.7,3.419,11.249,4.234,4.932
birds,Setophaga ruticilla,LC,54571425155,1729199841,2049893811,3.168691006,3.75635015,3.7,3.419,11.249,4.234,4.932
birds,Sialia currucoides,LC,4.05E+11,36848191161,32702720515,9.107077399,8.082519047,3.7,3.419,11.249,4.234,4.932
birds,Sialia mexicana,LC,45603122387,576772137.2,741299605.7,1.264764575,1.625545723,3.7,3.419,11.249,4.234,4.932
birds,Sialia sialis,LC,79852070000,159051444.9,11925842058,0.19918262,14.93491911,3.7,3.419,11.249,4.234,4.932
birds,Sitta canadensis,LC,2.52E+12,26173892653,2.75E+11,1.038061198,10.90130037,3.7,3.419,11.249,4.234,4.932
birds,Sitta carolinensis,LC,6.22E+12,94246552540,6.42E+11,1.51466315,10.3251068,3.7,3.419,11.249,4.234,4.932
birds,Sitta pygmaea,LC,74567651612,191440939.5,9295529798,0.25673457,12.46590123,3.7,3.419,11.249,4.234,4.932
birds,Somateria spectabilis,LC,9033303956,30504193.2,228958084.9,0.337685894,2.534599589,3.7,3.419,11.249,4.234,4.932
birds,Spatula clypeata,LC,96841129944,947288657.7,13470368054,0.978188357,13.90975927,3.7,3.419,11.249,4.234,4.932
birds,Spatula cyanoptera,LC,4.80E+12,46169247721,4.15E+11,0.960890503,8.640584605,3.7,3.419,11.249,4.234,4.932
birds,Spatula discors,LC,6734346085,11287850.13,113672718.1,0.167616128,1.687954801,3.7,3.419,11.249,4.234,4.932
birds,Sphyrapicus nuchalis,LC,6295333902,63213984.83,1291324943,1.004140302,20.51241384,3.7,3.419,11.249,4.234,4.932
birds,Sphyrapicus ruber,LC,7.49E+12,2.35E+11,7.30E+11,3.139147481,9.750943744,3.7,3.419,11.249,4.234,4.932
birds,Sphyrapicus thyroideus,LC,33326999121,454084388.8,337837646.4,1.36251208,1.01370557,3.7,3.419,11.249,4.234,4.932
birds,Sphyrapicus varius,LC,1.87E+11,1851679053,50513602194,0.989318085,26.98848922,3.7,3.419,11.249,4.234,4.932
birds,Spiza americana,LC,1.99E+12,1.69E+11,1.95E+11,8.465832289,9.806316771,3.7,3.419,11.249,4.234,4.932
birds,Spizella arborea,LC,8.12E+12,4.13E+11,8.56E+11,5.092195683,10.55100764,3.7,3.419,11.249,4.234,4.932
birds,Spizella breweri,LC,1.34E+12,17116928902,1.43E+11,1.273009086,10.6370874,3.7,3.419,11.249,4.234,4.932
birds,Spizella pallida,LC,7.72E+12,4.00E+11,8.13E+11,5.18653828,10.53416766,3.7,3.419,11.249,4.234,4.932
birds,Spizella passerina,LC,5.73E+12,40663724274,5.75E+11,0.709868898,10.02976082,3.7,3.419,11.249,4.234,4.932
birds,Spizella pusilla,LC,2.21E+12,3.14E+11,2.63E+11,14.22945848,11.91972498,3.7,3.419,11.249,4.234,4.932
birds,Steganopus tricolor,LC,3.79E+11,2756708676,58636948782,0.728197797,15.4892308,3.7,3.419,11.249,4.234,4.932
birds,Stelgidopteryx serripennis,LC,2.05E+11,2437653239,16481296083,1.190090066,8.046356397,3.7,3.419,11.249,4.234,4.932
birds,Stercorarius longicaudus,LC,6.20E+11,6257498351,96131728541,1.010020253,15.51658304,3.7,3.419,11.249,4.234,4.932
birds,Stercorarius parasiticus,LC,91551644761,362580416.7,18837333221,0.396039217,20.57563605,3.7,3.419,11.249,4.234,4.932
birds,Stercorarius pomarinus,LC,2.30E+11,2673185685,20746683325,1.161447577,9.014033411,3.7,3.419,11.249,4.234,4.932
birds,Sterna forsteri,LC,5.65E+12,59311753271,6.06E+11,1.049121784,10.72268507,3.7,3.419,11.249,4.234,4.932
birds,Sterna hirundo,LC,92652001529,159598516.6,14004982518,0.172255876,15.11568265,3.7,3.419,11.249,4.234,4.932
birds,Sterna paradisaea,LC,2.50E+12,14165472434,2.45E+11,0.566750042,9.810317792,3.7,3.419,11.249,4.234,4.932
birds,Strix nebulosa,LC,9.01E+11,10344384308,1.37E+11,1.148186397,15.191423,3.7,3.419,11.249,4.234,4.932
birds,Strix varia,LC,3.74E+11,3010148710,57739865969,0.804821577,15.43787183,3.7,3.419,11.249,4.234,4.932
birds,Sturnella magna,LC,1.27E+12,6873222154,1.02E+11,0.541598512,8.0650236,3.7,3.419,11.249,4.234,4.932
birds,Sturnella neglecta,LC,2.23E+11,2139458231,36196674227,0.958328494,16.21359267,3.7,3.419,11.249,4.234,4.932
birds,Surnia ulula,LC,3.38E+12,49784176295,3.30E+11,1.474869781,9.772975837,3.7,3.419,11.249,4.234,4.932
birds,Synthliboramphus antiquus,LC,16590094183,111623367.3,3687582900,0.672831426,22.22761884,3.7,3.419,11.249,4.234,4.932
birds,Tachycineta bicolor,LC,1244283.704,0,0,0,0,3.7,3.419,11.249,4.234,4.932
birds,Tachycineta thalassina,LC,5.47E+11,29052030783,78722801013,5.314762702,14.40150638,3.7,3.419,11.249,4.234,4.932
birds,Thryomanes bewickii,LC,1.15E+11,376590071.2,24160513306,0.326500723,20.94698099,3.7,3.419,11.249,4.234,4.932
birds,Thryothorus ludovicianus,LC,2.85E+11,1237371818,20967800949,0.433655376,7.348478028,3.7,3.419,11.249,4.234,4.932
birds,Toxostoma rufum,LC,5.27E+12,53585506847,5.45E+11,1.017639065,10.35556007,3.7,3.419,11.249,4.234,4.932
birds,Tringa flavipes,LC,2.26E+11,2017600118,28708625940,0.891583195,12.68642294,3.7,3.419,11.249,4.234,4.932
birds,Tringa incana,LC,5.08E+12,71234764270,4.85E+11,1.403554029,9.56394555,3.7,3.419,11.249,4.234,4.932
