"Group","Sci1","Sci2","nm","tot_area","BL_area","PA_area","BL_perc","PA_perc"
"Birds","Cypseloides","niger","Birds_Cypseloides_niger",248827006436.032,2393681504.5975,28273136060.7296,0.961986216400859,11.3625672975325
"Birds","Dendragapus","fuliginosus","Birds_Dendragapus_fuliginosus",227916370856.601,812868156.178101,49413761454.6518,0.356651939096353,21.6806547370578
"Birds","Dendragapus","obscurus","Birds_Dendragapus_obscurus",939777824781.098,17798003213.3754,147889178354.28,1.89385222166964,15.7366107663509
"Birds","Dendroica","caerulescens","Birds_Dendroica_caerulescens",617577659728.354,3435855632.67383,53054098827.4974,0.55634389919239,8.59067649092645
"Birds","Dendroica","castanea","Birds_Dendroica_castanea",2476999346287.98,15915119781.3681,218679758989.855,0.642516107451479,8.82841407760432
"Birds","Dendroica","cerulea","Birds_Dendroica_cerulea",46188752922.209,505658322.005434,1116075230.00875,1.09476504563148,2.4163354916476
"Birds","Dendroica","coronata","Birds_Dendroica_coronata",6230482216207.87,167270125796.97,603241471312.757,2.68470593434704,9.68209924014379
"Birds","Dendroica","discolor","Birds_Dendroica_discolor",7940510586.4484,173388137.259194,531772238.604622,2.18358927138898,6.69695270619204
"Birds","Dendroica","fusca","Birds_Dendroica_fusca",1302526575356.82,9194468874.63712,126914588658.735,0.705894915972702,9.74372354928477
"Birds","Dendroica","magnolia","Birds_Dendroica_magnolia",3108250062367.92,23783291029.3157,289596686820.502,0.765166590592689,9.31703308966983
"Birds","Dendroica","nigrescens","Birds_Dendroica_nigrescens",136093299987.788,549489567.687245,20848812984.4244,0.403759456003015,15.319499921227
"Birds","Dendroica","palmarum","Birds_Dendroica_palmarum",3207938990976.05,29533153040.3954,293613101506.562,0.920627017018476,9.15270216586092
"Birds","Dendroica","pensylvanica","Birds_Dendroica_pensylvanica",1581702868747.94,14791155356.9043,145967683054.998,0.935141210726437,9.2285147823336
"Birds","Dendroica","petechia","Birds_Dendroica_petechia",6987610766196.83,262643049344.445,727031943694.528,3.75869604264455,10.4045856018714
"Birds","Dendroica","pinus","Birds_Dendroica_pinus",330257639864.857,3418390733.48937,41327104927.6347,1.03506787455036,12.5135954294792
"Birds","Dendroica","striata","Birds_Dendroica_striata",5463954682907.4,205815313772.911,522830749107.26,3.76678295698081,9.56872411008099
"Birds","Dendroica","tigrina","Birds_Dendroica_tigrina",2285643336221.66,19137686465.8795,206620886085.294,0.837299773004632,9.03994436974817
"Birds","Dendroica","townsendi","Birds_Dendroica_townsendi",874833265795.895,10165253310.8958,139636394959.787,1.16196465181829,15.9614866534311
"Birds","Dendroica","virens","Birds_Dendroica_virens",2426339890240.8,15427997000.343,188639999834.279,0.635854731746255,7.77467330908687
"Birds","Dolichonyx","oryzivorus","Birds_Dolichonyx_oryzivorus",1286750131549.12,14407874694.6532,94309959828.5987,1.11971037277513,7.32931417811931
"Birds","Dryobates","pubescens","Birds_Dryobates_pubescens",4931943290986.88,56528099034.8339,520332942448.958,1.14616279425067,10.5502620721505
"Birds","Dumetella","carolinensis","Birds_Dumetella_carolinensis",1401952372992.4,18446766611.9839,132846496321.177,1.31579124707426,9.47582092518754
"Birds","Egretta","thula","Birds_Egretta_thula",11838150776.4809,13243095.4996044,2032243489.77376,0.111867940775975,17.1668998659086
"Birds","Elanoides","forficatus","Birds_Elanoides_forficatus",277334198.160834,0,1669158.24243564,0,0.601858066370758
"Birds","Empidonax","alnorum","Birds_Empidonax_alnorum",5369657314820.18,61585812951.2021,537983913990.201,1.1469225937608,10.0189617781636
"Birds","Empidonax","difficilis","Birds_Empidonax_difficilis",407669113131.919,2632164443.43102,74787675406.1579,0.645661974047876,18.3451904981472
"Birds","Empidonax","flaviventris","Birds_Empidonax_flaviventris",4775894075492.95,34819124907.8743,478440310947.823,0.729059823301888,10.0178166304587
"Birds","Empidonax","hammondii","Birds_Empidonax_hammondii",957438300725.493,16476104134.5141,152643785543.843,1.7208528342797,15.9429370465103
"Birds","Empidonax","minimus","Birds_Empidonax_minimus",4170022974309.08,42319873694.2959,420187207712.859,1.01485948530794,10.0763763245808
"Birds","Empidonax","oberholseri","Birds_Empidonax_oberholseri",538030974391.61,6666311025.52803,97117601243.1143,1.23901993431997,18.0505595152644
"Birds","Empidonax","occidentalis","Birds_Empidonax_occidentalis",241414832520.94,2187921667.68806,43448677910.0882,0.90629131807727,17.9975179885931
"Birds","Empidonax","traillii","Birds_Empidonax_traillii",1145613570283.95,10423570081.6254,143950413110.725,0.909867895423224,12.565355093956
"Birds","Empidonax","virescens","Birds_Empidonax_virescens",13660990877.8283,232688236.076186,113117532.629209,1.70330423434977,0.828033146649693
"Birds","Empidonax","wrightii","Birds_Empidonax_wrightii",4514261446.93331,84784769.0304492,857852124.834793,1.87815371411521,19.0031555531096
"Birds","Eremophila","alpestris","Birds_Eremophila_alpestris",6618560665718.1,548410511498.422,760959451527.26,8.28594824761526,11.4973555424032
"Birds","Euphagus","carolinus","Birds_Euphagus_carolinus",5999793056639.37,176161728019.594,561394627532.404,2.9361300690972,9.35689985025675
"Birds","Euphagus","cyanocephalus","Birds_Euphagus_cyanocephalus",1900349901778.59,23126436664.4258,177859057737.554,1.21695676374026,9.35927944485863
"Birds","Falcipennis","canadensis","Birds_Falcipennis_canadensis",5116567586543.61,146090946290.618,448703932538.547,2.85525293704381,8.76962778169142
"Birds","Falcipennis","franklinii","Birds_Falcipennis_franklinii",992573180974.913,18161795010.9036,146614317475.555,1.82976886329579,14.7711342887131
"Birds","Falco","columbarius","Birds_Falco_columbarius",6964908329921.07,162294818642.753,721715392370.977,2.33017881865779,10.3621664232177
"Birds","Falco","mexicanus","Birds_Falco_mexicanus",472853283730.353,8255127799.07835,37207754965.2641,1.74581166782927,7.8687737286566
"Birds","Falco","peregrinus","Birds_Falco_peregrinus",5191461970816.74,491486658043.214,548719501845.95,9.46721098615485,10.5696527284707
"Birds","Falco","sparverius","Birds_Falco_sparverius",4966934017953.33,116698920866.411,481356056317.794,2.34951622962164,9.69121100819739
"Birds","Fratercula","arctica","Birds_Fratercula_arctica",43133311657.1821,981045729.540058,2817070724.46905,2.27445028412676,6.53107915028356
"Birds","Fratercula","cirrhata","Birds_Fratercula_cirrhata",611933001.239402,5592048.735994,280989989.329177,0.913833495606207,45.9184238732121
"Birds","Fratercula","corniculata","Birds_Fratercula_corniculata",1149359110.92283,21450819.7374186,396004167.872283,1.86632876822941,34.4543462620944
"Birds","Fulica","americana","Birds_Fulica_americana",3250285233921,28828938107.0912,377365277798.433,0.886966405477998,11.6102203542056
"Birds","Fulmarus","glacialis","Birds_Fulmarus_glacialis",20303583054.1625,3244343273.46648,1753723859.94799,15.9791661639808,8.63750922814804
"Birds","Gallinago","delicata","Birds_Gallinago_delicata",7206122243593.2,202880985468.303,718671250865.034,2.81539749965635,9.97306493799753
"Birds","Gallinula","galeata","Birds_Gallinula_galeata",253134096195.386,1527179020.62337,17783550897.428,0.603308303218302,7.02534789454101
"Birds","Gavia","adamsii","Birds_Gavia_adamsii",1404846428040.59,256398638751.767,192354023429.736,18.251008340419,13.6921744320496
"Birds","Gavia","immer","Birds_Gavia_immer",7220048618754.77,215188332620.73,761044076086.837,2.98042775033062,10.5407056970496
"Birds","Gavia","pacifica","Birds_Gavia_pacifica",3563117963383.19,496930101945.37,393932752125.432,13.9464959356421,11.0558436788714
"Birds","Gavia","stellata","Birds_Gavia_stellata",4051923294290.8,547278351025.967,491804895959.159,13.506631574124,12.137566785929
"Birds","Geothlypis","trichas","Birds_Geothlypis_trichas",4688353336166.79,56170197329.8482,484524433222.105,1.19807943860676,10.3346398720505
"Birds","Glaucidium","californicum","Birds_Glaucidium_californicum",679790322404.483,4359555861.37486,109307571502.571,0.641308903303404,16.0796010034299
"Birds","Grus","americana","Birds_Grus_americana",4203979947.43105,0,4154632805.21729,0,98.8261803616852
"Birds","Haematopus","ater","Birds_Haematopus_ater",69276384861.9655,412528697.509772,12585678848.0228,0.595482426416655,18.1673435660652
"Birds","Haliaeetus","leucocephalus","Birds_Haliaeetus_leucocephalus",5891380195686.35,195639318920.659,607642174730.03,3.32077225407902,10.3140886268882
"Birds","Hirundo","rustica","Birds_Hirundo_rustica",4229918480769.21,60519284010.6974,448262070035.487,1.43074350689832,10.5974162876532
"Birds","Histrionicus","histrionicus","Birds_Histrionicus_histrionicus",1779409637549.71,54984400255.775,268169588476.89,3.09003610497974,15.0707056328057
"Birds","Hydrobates","castro","Birds_Hydrobates_castro",30185695.0069896,0,0,0,0
"Birds","Hydrobates","furcatus","Birds_Hydrobates_furcatus",10221369279.989,90679072.325667,2360049737.28843,0.887151905402682,23.0893696591986
"Birds","Hydrobates","leucorhous","Birds_Hydrobates_leucorhous",149790147563.446,238255753.867653,15100151818.8561,0.159059696344004,10.0808711817713
"Birds","Hydrocoloeus","minutus","Birds_Hydrocoloeus_minutus",1367660452.29126,81892410.0048181,235026581.031445,5.98777349068057,17.1845709684521
"Birds","Hydroprogne","caspia","Birds_Hydroprogne_caspia",136393780725.612,5699495264.34078,9380719932.6866,4.17870612136387,6.87767424788823
"Birds","Hylatomus","pileatus","Birds_Hylatomus_pileatus",2703234609692.63,20413383786.5098,259903990052.713,0.755146583034867,9.61455543373151
"Birds","Hylocichla","mustelina","Birds_Hylocichla_mustelina",547160888650.109,3672534606.65223,43225700118.058,0.671198304343842,7.89999815679432
"Birds","Icteria","virens","Birds_Icteria_virens",197935192084.199,5096874563.40969,17471902900.7958,2.57502190981862,8.82708260053299
"Birds","Icterus","bullockii","Birds_Icterus_bullockii",75650816312.9367,696361090.879989,6291502435.91004,0.920493822564222,8.31650303664226
"Birds","Icterus","galbula","Birds_Icterus_galbula",1349491083659.18,19766587572.5567,98887401125.9411,1.46474384395034,7.32775505695118
"Birds","Icterus","spurius","Birds_Icterus_spurius",70721437944.2118,959448679.498145,1709222402.94299,1.35665889635191,2.41683774061735
"Birds","Ixobrychus","exilis","Birds_Ixobrychus_exilis",68320390152.2191,657396396.042639,966703753.464,0.962225763901447,1.41495643000599
"Birds","Junco","hyemalis","Birds_Junco_hyemalis",6759537019280.46,199849349239.113,662580276390.691,2.95655380936706,9.80215471119975
"Birds","Lagopus","lagopus","Birds_Lagopus_lagopus",6918567121264.91,510277009218.591,712026219611.995,7.37547241032328,10.2915272357987
"Birds","Lagopus","leucura","Birds_Lagopus_leucura",1312307252623.06,23180214198.4596,227184286278.66,1.76637095863996,17.311821284578
"Birds","Lagopus","muta","Birds_Lagopus_muta",6057878100231.34,580493355556.413,711534256078.29,9.58245355802463,11.7456020789048
"Birds","Lanius","excubitor","Birds_Lanius_excubitor",4139394145612.19,161138100242.072,456151402671.205,3.89279432143182,11.0197624730839
"Birds","Lanius","ludovicianus","Birds_Lanius_ludovicianus",705987420985.856,10079864400.8671,43505937702.7995,1.42776827196034,6.16242391996828
"Birds","Larus","atricilla","Birds_Larus_atricilla",1936845130.9468,133940845.358382,209758417.058883,6.91541327792726,10.8299013538757
"Birds","Larus","californicus","Birds_Larus_californicus",1329371960477.7,17310019474.0009,121494525507.634,1.30212009795819,9.13924237306585
"Birds","Larus","canus","Birds_Larus_canus",2211902434186.43,168761460127.75,199659685524.62,7.62969729222359,9.02660453909477
"Birds","Larus","delawarensis","Birds_Larus_delawarensis",3383305524142.65,32455478525.697,333420641201.506,0.959283112154685,9.85487827872114
"Birds","Larus","fuscus","Birds_Larus_fuscus",1638850386.29417,0,6911583.10099869,0,0.42173362247102
"Birds","Larus","glaucescens","Birds_Larus_glaucescens",179193430246.718,670116456.146787,43468779760.2658,0.373962625317321,24.2580208997713
"Birds","Larus","glaucoides","Birds_Larus_glaucoides",1070285935680.58,205783955338.891,88852997758.2515,19.2270073331419,8.30179999532101
"Birds","Larus","heermanni","Birds_Larus_heermanni",1138719174.63541,9019663.86515336,134674155.847463,0.7920885206874,11.8268102309406
"Birds","Larus","hyperboreus","Birds_Larus_hyperboreus",32953165789.0782,5550607823.326,3419315612.6747,16.8439289228037,10.3762886836444
"Birds","Larus","marinus","Birds_Larus_marinus",408172803192.578,2363651476.95657,32268213608.9169,0.579081079990865,7.90552759922433
"Birds","Larus","occidentalis","Birds_Larus_occidentalis",7630261701.17724,115772483.777419,589839123.503702,1.51728064267517,7.73026072503775
"Birds","Larus","philadelphia","Birds_Larus_philadelphia",3768645339689.98,142856470011.162,319598827347.84,3.79065837017483,8.48046973223889
"Birds","Larus","pipixcan","Birds_Larus_pipixcan",1104719048883.38,16865027519.3979,88618486157.5351,1.52663498800393,8.02181208399621
"Birds","Larus","ridibundus","Birds_Larus_ridibundus",73301489311.2219,79388840.7235907,7891870565.04212,0.108304539879842,10.7663168091101
"Birds","Larus","smithsonianus","Birds_Larus_smithsonianus",6518654221285.7,310317835893.918,643907537018.424,4.76045860632737,9.87792134940735
"Birds","Larus","thayeri","Birds_Larus_thayeri",1306569967741.39,170892885151.216,165163979368.806,13.079505068269,12.6410359526568
"Birds","Leuconotopicus","albolarvatus","Birds_Leuconotopicus_albolarvatus",20661257632.6675,525730245.590387,2536073978.63163,2.54452199830835,12.2745382866813
"Birds","Leuconotopicus","villosus","Birds_Leuconotopicus_villosus",5264080406360.84,97730894809.1844,539554556402.065,1.85656158844176,10.2497400258191
"Birds","Leucosticte","tephrocotis","Birds_Leucosticte_tephrocotis",1222362386885.06,42880699943.4016,149353911582.908,3.50801860425976,12.2184642774804
"Birds","Limnodromus","griseus","Birds_Limnodromus_griseus",2209777309616.65,29523852360.8309,254068698919.87,1.33605554878074,11.4974797602545
"Birds","Limnodromus","scolopaceus","Birds_Limnodromus_scolopaceus",95151200027.3258,46594613998.0123,16519728760.2441,48.9690240213798,17.361555876857
"Birds","Limosa","fedoa","Birds_Limosa_fedoa",663174475705.117,13571925404.017,48490983806.1601,2.04650901100901,7.31194965768281
"Birds","Limosa","haemastica","Birds_Limosa_haemastica",299614714459.557,51701479423.8075,34214056400.1047,17.2559880835847,11.4193511696579
"Birds","Lophodytes","cucullatus","Birds_Lophodytes_cucullatus",2042618896985.47,14454538774.2127,241553728231.449,0.707647363663626,11.8256875322136
"Birds","Loxia","curvirostra","Birds_Loxia_curvirostra",4200207058219.02,48474823698.9186,487937296566.235,1.15410557210656,11.6169819678635
"Birds","Loxia","leucoptera","Birds_Loxia_leucoptera",7119119083041.32,219410760852.123,207776325700.946,3.08199312713827,2.91856791939183
"Birds","Mareca","americana","Birds_Mareca_americana",5718362093150.69,183546326591.543,579518231467.78,3.20977097290482,10.1343395543614
"Birds","Mareca","penelope","Birds_Mareca_penelope",39846736426.4392,94032813.1976639,4566961539.0331,0.235986235337635,11.4613189149484
"Birds","Mareca","strepera","Birds_Mareca_strepera",1321243139435.95,20365289351.3323,112488357777.393,1.54137332815415,8.51382719954291
"Birds","Megaceryle","alcyon","Birds_Megaceryle_alcyon",6160109633287.66,101632748125.191,597724369536.26,1.64985291131822,9.70314499447071
"Birds","Megascops","asio","Birds_Megascops_asio",183769865368.818,1311062934.4528,4741901498.1094,0.713426508650672,2.58034770205257
"Birds","Megascops","kennicottii","Birds_Megascops_kennicottii",272318708775.305,2215403233.08848,62124111157.5747,0.813533246779767,22.8130162033173
"Birds","Melanerpes","carolinus","Birds_Melanerpes_carolinus",10716952440.0433,223568329.612488,92567846.5446948,2.08611851982413,0.863751584814541
"Birds","Melanerpes","erythrocephalus","Birds_Melanerpes_erythrocephalus",523027788719.401,8078482753.76019,52836415207.7447,1.54456090632198,10.1020282951143
"Birds","Melanerpes","lewis","Birds_Melanerpes_lewis",339581977138.043,2932858805.35199,68982666413.5025,0.863667391912191,20.3139951639602
"Birds","Melanitta","americana","Birds_Melanitta_americana",1094297600184.2,37041321697.5889,113011663985.963,3.38494041212866,10.3273244834806
"Birds","Melanitta","deglandi","Birds_Melanitta_deglandi",4176655232568.2,208201871461.177,410629363959.888,4.98489484690252,9.8315360281101
"Birds","Melanitta","perspicillata","Birds_Melanitta_perspicillata",3454757841527.09,153135645573.39,347460103584.166,4.43260143251315,10.0574372943772
"Birds","Meleagris","gallopavo","Birds_Meleagris_gallopavo",178434284090.213,1059381949.28263,10221155968.4327,0.593709866175175,5.72824668787589
"Birds","Melospiza","georgiana","Birds_Melospiza_georgiana",4381577811381.68,93510998081.3031,379869089865.757,2.13418549451289,8.66968718161302
"Birds","Melospiza","lincolnii","Birds_Melospiza_lincolnii",5700815312564.67,86457847066.4679,616764353983.935,1.51658740594374,10.8188797596122
"Birds","Melospiza","melodia","Birds_Melospiza_melodia",4524613689741.48,40197199428.8056,466971779777.853,0.888411744851134,10.3206994408518
"Birds","Mergus","merganser","Birds_Mergus_merganser",5328068399953.4,63722399939.5723,550337741981.552,1.19597563612602,10.3290292216663
"Birds","Mergus","serrator","Birds_Mergus_serrator",6452262233855.35,372285203256.295,682614907821.385,5.76983993773371,10.5794662876482
"Birds","Mimus","polyglottos","Birds_Mimus_polyglottos",631005724526.811,5628399833.19496,50114239849.5315,0.891972864020478,7.9419627907674
"Birds","Mniotilta","varia","Birds_Mniotilta_varia",3056754757432.59,28966738004.6,264050244063.898,0.947630421909591,8.63825412954218
"Birds","Molothrus","ater","Birds_Molothrus_ater",2541344193249.28,25427462660.8668,264643093199.069,1.00055170521219,10.4135084850787
"Birds","Morus","bassanus","Birds_Morus_bassanus",6901842129.03088,25301732.7206473,242718151.687349,0.366593907070431,3.51671549638053
"Birds","Motacilla","flava","Birds_Motacilla_flava",2270943000.51125,0,2246026573.25364,0,98.9028158235588
"Birds","Myadestes","townsendi","Birds_Myadestes_townsendi",1426874188495.89,40019908400.5233,215098479457.414,2.80472579314855,15.0748034544066
"Birds","Myiarchus","crinitus","Birds_Myiarchus_crinitus",977860062304.842,14415900361.3604,88519731209.3003,1.47422938282005,9.05239252748057
"Birds","Nucifraga","columbiana","Birds_Nucifraga_columbiana",411149898304.204,5627902442.47914,73303026553.7132,1.36882009838541,17.8287838221663
"Birds","Numenius","americanus","Birds_Numenius_americanus",355222232606.587,6070988925.8464,33231069472.6165,1.70906783657601,9.35500833626604
"Birds","Numenius","phaeopus","Birds_Numenius_phaeopus",723612758323.753,96502203976.7541,105635966469.135,13.3361667365154,14.5984112709456
"Birds","Nycticorax","nycticorax","Birds_Nycticorax_nycticorax",1335819592341.78,20338704819.7388,128599756566.148,1.52256374560906,9.6270302744028
"Birds","Oceanites","oceanicus","Birds_Oceanites_oceanicus",6071612731.38021,25268619.8746227,215754231.744114,0.416176409671613,3.55349132577282
"Birds","Oenanthe","oenanthe","Birds_Oenanthe_oenanthe",1060185467807.03,138554816513.215,138606499838.005,13.0689224405058,13.0737973728982
"Birds","Oporornis","agilis","Birds_Oporornis_agilis",1020049147303,11129028188.2525,98011809419.3138,1.09102862520669,9.60853794922095
"Birds","Oporornis","philadelphia","Birds_Oporornis_philadelphia",2048509957047.32,15378681012.9021,201033345753.258,0.750725226401566,9.81363771563126
"Birds","Oporornis","tolmiei","Birds_Oporornis_tolmiei",885075913570.246,6389980783.45359,167610019467.45,0.721969797785762,18.9373608407599
"Birds","Oreoscoptes","montanus","Birds_Oreoscoptes_montanus",120056997057.269,1204280516.45616,16778679394.0056,1.0030906535849,13.9755947635455
"Birds","Oxyura","jamaicensis","Birds_Oxyura_jamaicensis",1875776720526.73,22139565091.923,171232885741.798,1.18028786953417,9.12863902552934
"Birds","Pagophila","eburnea","Birds_Pagophila_eburnea",298721057372.588,24522992488.5144,11926055313.4724,8.2093283627901,3.99237181950562
"Birds","Pandion","haliaetus","Birds_Pandion_haliaetus",6154335711892.55,152356180985.341,601913112654.936,2.47559099986908,9.78031002585392
"Birds","Parkesia","motacilla","Birds_Parkesia_motacilla",40852393378.5192,448832078.334604,246343502.434099,1.09866776757958,0.603008739663293
"Birds","Parkesia","noveboracensis","Birds_Parkesia_noveboracensis",5788949420793.22,103058616683.146,602580640138.037,1.78026459020305,10.4091536535738
"Birds","Parula","americana","Birds_Parula_americana",791159021575.171,5208270313.85434,79149914486.2861,0.658308907795154,10.0042990508661
"Birds","Parus","atricapillus","Birds_Parus_atricapillus",4322780202797.07,41433807935.9972,475509112682.506,0.958499067548873,11.0000761170977
"Birds","Parus","cinctus","Birds_Parus_cinctus",126295403986.606,37021787288.3639,12211934276.1579,29.3136457224446,9.66934178970831
"Birds","Parus","gambeli","Birds_Parus_gambeli",651383032748.648,8384639567.59732,106821216111.368,1.28720570632866,16.3991400974344
"Birds","Parus","hudsonicus","Birds_Parus_hudsonicus",5933166093889.26,165556303671.403,592580300224.982,2.79035343106127,9.98758994519465
"Birds","Parus","rufescens","Birds_Parus_rufescens",353091057632.358,1004638204.17413,83084502878.0326,0.284526663153323,23.5306165596924
"Birds","Passerculus","sandwichensis","Birds_Passerculus_sandwichensis",7986172605060.8,339645863415.645,852020149182.472,4.25292415042986,10.668691891815
"Birds","Passerella","iliaca","Birds_Passerella_iliaca",4730834023061.54,197208467003.841,523076772467.262,4.16857716932158,11.0567559529124
"Birds","Passerina","amoena","Birds_Passerina_amoena",218396290691.326,2869975906.71867,30918320730.9738,1.31411385130849,14.1569807037944
"Birds","Passerina","cyanea","Birds_Passerina_cyanea",527069190735.621,6673208702.17035,39958509160.1801,1.26609728276029,7.58126444545369
"Birds","Patagioenas","fasciata","Birds_Patagioenas_fasciata",101176420381.779,427805467.074757,14934890464.5272,0.422831194719555,14.7612362724159
"Birds","Pelecanus","erythrorhynchos","Birds_Pelecanus_erythrorhynchos",657679602106.645,9086798321.23057,77689359034.7257,1.3816451494199,11.8126453649885
"Birds","Perisoreus","canadensis","Birds_Perisoreus_canadensis",5849715221840.01,141239723643.676,555659439917.473,2.41447178687186,9.49891437181265
"Birds","Petrochelidon","pyrrhonota","Birds_Petrochelidon_pyrrhonota",4059353369069.45,65291616560.7168,412643123995.245,1.60842406719778,10.1652427487444
"Birds","Phalacrocorax","auritus","Birds_Phalacrocorax_auritus",1583597454187.13,21771221157.5761,136413244436.44,1.3747951602228,8.61413638142415
"Birds","Phalacrocorax","carbo","Birds_Phalacrocorax_carbo",259694603072.939,316199456.946622,19307196614.1899,0.121758193356761,7.4345775328905
"Birds","Phalacrocorax","pelagicus","Birds_Phalacrocorax_pelagicus",20368143731.0023,189646594.053709,3805928553.45397,0.931094146616061,18.685691753348
"Birds","Phalacrocorax","penicillatus","Birds_Phalacrocorax_penicillatus",4348732582.45281,87848648.4516695,863337039.728302,2.02009773620342,19.8526127638172
"Birds","Phalaenoptilus","nuttallii","Birds_Phalaenoptilus_nuttallii",90688105184.422,980834324.098788,15265236875.4774,1.0815468270113,16.8326781604205
"Birds","Phalaropus","fulicarius","Birds_Phalaropus_fulicarius",1801262860734.99,333796577314.402,168834707441.403,18.5312529664992,9.37312988136064
"Birds","Phalaropus","lobatus","Birds_Phalaropus_lobatus",4121377990558.17,525130361073.382,448570928170.824,12.7416209402881,10.8840035832305
"Birds","Pheucticus","ludovicianus","Birds_Pheucticus_ludovicianus",1670036771677.6,19671495170.8703,148711674717.045,1.17790790624986,8.90469462942785
"Birds","Pheucticus","melanocephalus","Birds_Pheucticus_melanocephalus",295504531148.223,5587586690.50827,39806027502.762,1.89086328686635,13.4705303326789
"Birds","Phoebastria","albatrus","Birds_Phoebastria_albatrus",1122837.93204704,0,1122837.93204548,0,99.9999999998609
"Birds","Phoebastria","immutabilis","Birds_Phoebastria_immutabilis",1163698.18703416,0,1122837.93204548,0,96.4887583873603
"Birds","Phoebastria","nigripes","Birds_Phoebastria_nigripes",10725257.503793,194228.962710747,8930057.20185342,1.81094917900161,83.261937521736
"Birds","Pica","pica","Birds_Pica_pica",2452842854258.88,32318291040.6743,288983407931.805,1.31758506194394,11.7815704104339
"Birds","Picoides","arcticus","Birds_Picoides_arcticus",4857092718593.29,61277689217.2566,477007511531.133,1.26161250705965,9.82084426152944
"Birds","Picoides","tridactylus","Birds_Picoides_tridactylus",5844822442197.7,197428518112.87,588920083828.242,3.37783602607842,10.0759277061427
"Birds","Pinicola","enucleator","Birds_Pinicola_enucleator",6636972062930.01,165341684663.772,668657490825.432,2.49122164589584,10.0747371615459
"Birds","Pipilo","erythrophthalmus","Birds_Pipilo_erythrophthalmus",833956488033.169,13772209050.4033,73669248569.9949,1.65143017028192,8.83370411131867
"Birds","Pipilo","maculatus","Birds_Pipilo_maculatus",569646607517.634,10848260568.2613,50423722008.6224,1.90438430161729,8.85175499040631
"Birds","Piranga","ludoviciana","Birds_Piranga_ludoviciana",1645604802971.38,12255862424.0832,215415735209.354,0.744763408684357,13.090368648681
"Birds","Piranga","olivacea","Birds_Piranga_olivacea",292768760652.924,2906154123.61145,20686893377.7991,0.992644883672093,7.06594970435499
"Birds","Plectrophenax","nivalis","Birds_Plectrophenax_nivalis",6445510363060.49,450935389934.058,758331099201.079,6.99611612632552,11.7652607239158
"Birds","Plegadis","chihi","Birds_Plegadis_chihi",10850331855.3425,685659696.15896,975491471.999085,6.31925092522728,8.99042983204955
"Birds","Pluvialis","dominica","Birds_Pluvialis_dominica",2782589028015.15,478036330954.159,279832594989.465,17.1795520697193,10.0565549627382
"Birds","Pluvialis","squatarola","Birds_Pluvialis_squatarola",1262075506831.33,229007075297.564,168198486289.353,18.1452753070637,13.3271333909051
"Birds","Podiceps","nigricollis","Birds_Podiceps_nigricollis",1116596181445.12,17525141299.9169,97069369682.3431,1.56951470828383,8.69332810691809
"Birds","Podilymbus","podiceps","Birds_Podilymbus_podiceps",3136953974884.58,32492760037.5025,288157592487.28,1.03580608123835,9.18590437712374
"Birds","Polioptila","caerulea","Birds_Polioptila_caerulea",116940851805.862,965589110.557458,2318087532.81753,0.825707266234445,1.98227351436252
"Birds","Pooecetes","gramineus","Birds_Pooecetes_gramineus",2157024662115.38,25151010433.73,231979414753.574,1.16600476922988,10.7546018748841
"Birds","Porzana","carolina","Birds_Porzana_carolina",4927808880196.74,73808744572.922,511898968829.561,1.49780047009403,10.3879631145339
"Birds","Progne","subis","Birds_Progne_subis",800686680282.796,14700245472.7161,61086617269.7086,1.83595479164511,7.6292785647606
"Birds","Protonotaria","citrea","Birds_Protonotaria_citrea",28771032662.1174,431482649.096223,116700312.927177,1.49971206860556,0.405617394056333
"Birds","Psaltriparus","minimus","Birds_Psaltriparus_minimus",26802617196.2795,195584506.354908,4365242136.65008,0.729721672039015,16.2866264316009
"Birds","Psiloscops","flammeolus","Birds_Psiloscops_flammeolus",35406707353.3808,851650780.717929,1963975688.51362,2.4053374187493,5.54690293257696
"Birds","Ptychoramphus","aleuticus","Birds_Ptychoramphus_aleuticus",3886367578.35779,58450982.4852677,873953989.037959,1.50400036298076,22.4876821715164
"Birds","Puffinus","puffinus","Birds_Puffinus_puffinus",12144856551.7127,25620697.36884,295333113.438892,0.210959242373488,2.43175464593894
"Birds","Quiscalus","quiscula","Birds_Quiscalus_quiscula",2928270669891.48,28431179250.8834,257448355358.077,0.97092046658163,8.79182235457823
"Birds","Rallus","elegans","Birds_Rallus_elegans",24819460692.8567,448818364.379853,115667399.294433,1.80833246110391,0.466035103364366
"Birds","Rallus","limicola","Birds_Rallus_limicola",1508817404131.58,18912286880.4381,15817225684.8034,1.2534510026628,1.04831940839834
"Birds","Recurvirostra","americana","Birds_Recurvirostra_americana",350735722502.778,4493488481.05813,22869166826.1404,1.28116076942306,6.52034148758807
"Birds","Regulus","calendula","Birds_Regulus_calendula",6334239287781.05,115661472698.586,632783194054.862,1.82597258240151,9.98988458291308
"Birds","Regulus","satrapa","Birds_Regulus_satrapa",3791344479284.76,33660578249.0961,432761870665.133,0.887826955134558,11.4144698016671
"Birds","Rhodostethia","rosea","Birds_Rhodostethia_rosea",18980689467.6442,2778185632.23509,2421384854.50836,14.636905771895,12.7570964091479
