CSD Code / Code de la SDR 2016,CSD Name / Nom de la SDR 2016,Census Population / Population de recensement 2016,Income / Revenu 2016,Education / Scolarité 2016,Housing / Logement 2016,Labour Force Activity / Activité sur le marché du travail 2016,CWB / IBC 2016,Community Type / Type de communauté 2016
5915001,Langley,117285,80,67,97,89,83,Non-Indigenous Community / Communauté non-Autochtone
5915002,Langley,25888,75,60,95,88,80,Non-Indigenous Community / Communauté non-Autochtone
5915004,Surrey,517887,74,65,92,87,79,Non-Indigenous Community / Communauté non-Autochtone
5915007,White Rock,19952,86,71,97,86,85,Non-Indigenous Community / Communauté non-Autochtone
5915011,Delta,102238,81,67,95,88,83,Non-Indigenous Community / Communauté non-Autochtone
5915015,Richmond,198309,74,72,93,85,81,Non-Indigenous Community / Communauté non-Autochtone
5915020,Greater Vancouver A,16133,79,89,93,74,84,Non-Indigenous Community / Communauté non-Autochtone
5915022,Vancouver,631486,83,74,94,88,85,Non-Indigenous Community / Communauté non-Autochtone
5915025,Burnaby,232755,76,72,93,86,82,Non-Indigenous Community / Communauté non-Autochtone
5915029,New Westminster,70996,79,71,93,89,83,Non-Indigenous Community / Communauté non-Autochtone
5915034,Coquitlam,139284,77,72,94,86,83,Non-Indigenous Community / Communauté non-Autochtone
5915036,Belcarra,643,100,76,98,87,90,Non-Indigenous Community / Communauté non-Autochtone
5915038,Anmore,2210,92,74,98,89,88,Non-Indigenous Community / Communauté non-Autochtone
5915039,Port Coquitlam,58612,78,68,95,89,83,Non-Indigenous Community / Communauté non-Autochtone
5915043,Port Moody,33551,84,76,95,89,86,Non-Indigenous Community / Communauté non-Autochtone
5915046,North Vancouver,85935,90,79,96,89,88,Non-Indigenous Community / Communauté non-Autochtone
5915051,North Vancouver,52898,82,76,94,90,85,Non-Indigenous Community / Communauté non-Autochtone
5915055,West Vancouver,42473,100,82,96,83,90,Non-Indigenous Community / Communauté non-Autochtone
5915062,Bowen Island,3680,88,81,96,91,89,Non-Indigenous Community / Communauté non-Autochtone
5915065,Lions Bay,1334,92,80,93,89,88,Non-Indigenous Community / Communauté non-Autochtone
5915070,Pitt Meadows,18573,81,66,97,90,83,Non-Indigenous Community / Communauté non-Autochtone
5915075,Maple Ridge,82256,79,65,97,89,82,Non-Indigenous Community / Communauté non-Autochtone
5915801,Semiahmoo,120,,,,,73,First Nations Community / Communauté des Premières Nations
5915802,Tsawwassen,816,91,67,94,81,83,First Nations Community / Communauté des Premières Nations
5915803,Musqueam 2,1652,79,70,88,82,79,First Nations Community / Communauté des Premières Nations
5915804,Coquitlam 2,,,,,,,First Nations Community / Communauté des Premières Nations
5915805,Coquitlam 1,54,,,,,,First Nations Community / Communauté des Premières Nations
5915806,Burrard Inlet 3,1855,95,73,95,87,87,First Nations Community / Communauté des Premières Nations
5915807,Mission 1,576,59,49,83,77,67,First Nations Community / Communauté des Premières Nations
5915808,Capilano 5,2931,66,70,90,79,76,First Nations Community / Communauté des Premières Nations
5915809,Barnston Island 3,49,,,,,,First Nations Community / Communauté des Premières Nations
5915810,Musqueam 4,10,,,,,,First Nations Community / Communauté des Premières Nations
5915811,Seymour Creek 2,123,,,,,69,First Nations Community / Communauté des Premières Nations
5915813,Katzie 2,40,,,,,,First Nations Community / Communauté des Premières Nations
5915816,McMillan Island 6,94,,,,,73,First Nations Community / Communauté des Premières Nations
5915825,Matsqui 4,471,78,55,97,85,79,First Nations Community / Communauté des Premières Nations
5915830,Katzie 1,262,48,41,73,72,59,First Nations Community / Communauté des Premières Nations
5915835,Langley 5,,,,,,,First Nations Community / Communauté des Premières Nations
5915840,Whonnock 1,,,,,,,First Nations Community / Communauté des Premières Nations
5917005,North Saanich,11249,93,75,98,87,88,Non-Indigenous Community / Communauté non-Autochtone
5917010,Sidney,11672,80,68,98,87,83,Non-Indigenous Community / Communauté non-Autochtone
5917015,Central Saanich,16814,84,71,98,90,86,Non-Indigenous Community / Communauté non-Autochtone
5917021,Saanich,114148,81,73,96,87,84,Non-Indigenous Community / Communauté non-Autochtone
5917027,Saltspring Island,10557,77,74,95,87,83,Non-Indigenous Community / Communauté non-Autochtone
5917029,Southern Gulf Islands,4732,80,74,96,86,84,Non-Indigenous Community / Communauté non-Autochtone
5917030,Oak Bay,18094,94,83,97,87,90,Non-Indigenous Community / Communauté non-Autochtone
5917034,Victoria,85792,80,75,96,88,85,Non-Indigenous Community / Communauté non-Autochtone
5917040,Esquimalt,17655,78,67,95,87,82,Non-Indigenous Community / Communauté non-Autochtone
5917041,Colwood,16859,82,66,97,89,83,Non-Indigenous Community / Communauté non-Autochtone
5917042,Metchosin,4708,82,69,96,88,84,Non-Indigenous Community / Communauté non-Autochtone
5917044,Langford,35342,78,67,97,89,83,Non-Indigenous Community / Communauté non-Autochtone
5917047,View Royal,10408,82,70,96,90,84,Non-Indigenous Community / Communauté non-Autochtone
5917049,Highlands,2225,84,70,98,90,86,Non-Indigenous Community / Communauté non-Autochtone
5917052,Sooke,13001,76,64,96,87,81,Non-Indigenous Community / Communauté non-Autochtone
5917054,Juan de Fuca (Part 1),4670,84,68,95,84,83,Non-Indigenous Community / Communauté non-Autochtone
5917056,Juan de Fuca (Part 2),190,,,,,79,Non-Indigenous Community / Communauté non-Autochtone
5917801,Cole Bay 3,332,41,42,69,66,55,First Nations Community / Communauté des Premières Nations
5917802,Union Bay 4,94,,,,,61,First Nations Community / Communauté des Premières Nations
5917803,East Saanich 2,1689,68,55,87,77,72,First Nations Community / Communauté des Premières Nations
5917804,South Saanich 1,822,48,48,71,75,60,First Nations Community / Communauté des Premières Nations
5917805,Galiano Island 9,,,,,,,First Nations Community / Communauté des Premières Nations
5917809,Becher Bay 1,129,,,,,62,First Nations Community / Communauté des Premières Nations
5917811,Esquimalt,,,,,,,First Nations Community / Communauté des Premières Nations
5917812,New Songhees 1A,1842,69,49,90,78,72,First Nations Community / Communauté des Premières Nations
5917815,Gordon River 2,111,,,,,59,First Nations Community / Communauté des Premières Nations
5917819,T'Sou-ke,225,,,,,72,First Nations Community / Communauté des Premières Nations
5919008,North Cowichan,29676,77,63,96,86,81,Non-Indigenous Community / Communauté non-Autochtone
5919012,Duncan,4944,70,57,92,81,75,Non-Indigenous Community / Communauté non-Autochtone
5919013,Cowichan Valley D,3243,79,67,97,86,82,Non-Indigenous Community / Communauté non-Autochtone
5919015,Cowichan Valley G,2325,80,68,95,78,80,Non-Indigenous Community / Communauté non-Autochtone
5919016,Lake Cowichan,3226,71,57,93,80,75,Non-Indigenous Community / Communauté non-Autochtone
5919017,Cowichan Valley H,2446,81,65,96,85,81,Non-Indigenous Community / Communauté non-Autochtone
5919021,Ladysmith,8537,77,64,97,86,81,Non-Indigenous Community / Communauté non-Autochtone
5919033,Cowichan Valley F,1629,76,61,95,81,78,Non-Indigenous Community / Communauté non-Autochtone
5919035,Cowichan Valley I,1206,75,62,93,78,77,Non-Indigenous Community / Communauté non-Autochtone
5919043,Cowichan Valley A,4733,82,68,97,86,83,Non-Indigenous Community / Communauté non-Autochtone
5919046,Cowichan Valley B,8558,79,65,95,89,82,Non-Indigenous Community / Communauté non-Autochtone
5919049,Cowichan Valley C,5019,83,67,97,86,83,Non-Indigenous Community / Communauté non-Autochtone
5919051,Cowichan Valley E,4121,75,62,95,87,80,Non-Indigenous Community / Communauté non-Autochtone
5919801,Halalt 2,168,,,,,52,First Nations Community / Communauté des Premières Nations
5919802,Squaw-hay-one 11,35,,,,,,First Nations Community / Communauté des Premières Nations
5919803,Tsussie 6,103,,,,,47,First Nations Community / Communauté des Premières Nations
5919804,Chemainus 13,735,39,37,67,63,52,First Nations Community / Communauté des Premières Nations
5919808,Kil-pah-las 3,,,,,,,First Nations Community / Communauté des Premières Nations
5919809,Penelakut Island 7,452,39,27,62,57,46,First Nations Community / Communauté des Premières Nations
5919811,Shingle Point 4,,,,,,,First Nations Community / Communauté des Premières Nations
5919812,Cowichan Lake,21,,,,,,First Nations Community / Communauté des Premières Nations
5919814,Malachan 11,158,,,,,62,First Nations Community / Communauté des Premières Nations
5919815,Malahat 11,143,,,,,50,First Nations Community / Communauté des Premières Nations
5919816,Oyster Bay 12,77,,,,,62,First Nations Community / Communauté des Premières Nations
5919817,Portier Pass 5,,,,,,,First Nations Community / Communauté des Premières Nations
5919818,Theik 2,36,,,,,,First Nations Community / Communauté des Premières Nations
5919820,Est-Patrolas 4,23,,,,,,First Nations Community / Communauté des Premières Nations
5919821,Tzart-Lam 5,39,,,,,,First Nations Community / Communauté des Premières Nations
5919822,Cowichan,2086,47,39,70,65,55,First Nations Community / Communauté des Premières Nations
5921007,Nanaimo,90504,76,66,96,85,81,Non-Indigenous Community / Communauté non-Autochtone
5921008,Lantzville,3605,81,69,96,85,83,Non-Indigenous Community / Communauté non-Autochtone
5921010,Nanaimo A,7058,79,61,95,85,80,Non-Indigenous Community / Communauté non-Autochtone
5921014,Nanaimo B,4033,76,71,95,79,80,Non-Indigenous Community / Communauté non-Autochtone
5921016,Nanaimo C,2808,81,66,97,87,83,Non-Indigenous Community / Communauté non-Autochtone
5921018,Parksville,12514,77,64,98,83,80,Non-Indigenous Community / Communauté non-Autochtone
5921023,Qualicum Beach,8943,85,69,98,80,83,Non-Indigenous Community / Communauté non-Autochtone
5921030,Nanaimo E,6125,88,72,98,81,85,Non-Indigenous Community / Communauté non-Autochtone
5921032,Nanaimo F,7724,73,60,95,83,78,Non-Indigenous Community / Communauté non-Autochtone
5921034,Nanaimo G,7465,82,67,96,82,82,Non-Indigenous Community / Communauté non-Autochtone
5921036,Nanaimo H,3884,76,62,96,78,78,Non-Indigenous Community / Communauté non-Autochtone
5921804,Nanaimo Town 1,360,53,54,77,69,63,First Nations Community / Communauté des Premières Nations
5921805,Nanoose,230,,,,,61,First Nations Community / Communauté des Premières Nations
5921806,Qualicum,74,,,,,71,First Nations Community / Communauté des Premières Nations
5921807,Nanaimo River,371,54,41,79,67,60,First Nations Community / Communauté des Premières Nations
5923008,Port Alberni,17678,72,54,94,80,75,Non-Indigenous Community / Communauté non-Autochtone
5923019,Ucluelet,1717,75,66,94,91,82,Non-Indigenous Community / Communauté non-Autochtone
5923025,Tofino,1932,77,70,96,90,83,Non-Indigenous Community / Communauté non-Autochtone
5923033,Alberni-Clayoquot B,443,72,54,94,85,76,Non-Indigenous Community / Communauté non-Autochtone
5923035,Alberni-Clayoquot D,1616,86,65,97,83,83,Non-Indigenous Community / Communauté non-Autochtone
5923037,Alberni-Clayoquot E,2754,76,55,93,83,77,Non-Indigenous Community / Communauté non-Autochtone
5923039,Alberni-Clayoquot F,1935,76,53,94,86,77,Non-Indigenous Community / Communauté non-Autochtone
5923047,Alberni-Clayoquot A,243,,,,,80,Non-Indigenous Community / Communauté non-Autochtone
5923049,Alberni-Clayoquot C,677,64,56,85,83,72,Non-Indigenous Community / Communauté non-Autochtone
5923801,Ahahswinis 1,119,,,,,71,First Nations Community / Communauté des Premières Nations
5923802,Alberni 2,10,,,,,,First Nations Community / Communauté des Premières Nations
5923803,Anacla 12,82,,,,,64,First Nations Community / Communauté des Premières Nations
5923804,Clakamucus 2,,,,,,,First Nations Community / Communauté des Premières Nations
5923805,Elhlateese 2,5,,,,,,First Nations Community / Communauté des Premières Nations
5923806,Hesquiat 1,5,,,,,,First Nations Community / Communauté des Premières Nations
5923807,Ittatsoo 1,274,59,32,85,81,64,First Nations Community / Communauté des Premières Nations
5923808,Marktosis 15,622,41,50,64,72,57,First Nations Community / Communauté des Premières Nations
5923809,Numukamis 1,5,,,,,,First Nations Community / Communauté des Premières Nations
5923810,Macoah 1,19,,,,,,First Nations Community / Communauté des Premières Nations
5923813,Opitsat 1,150,,,,,53,First Nations Community / Communauté des Premières Nations
5923814,Sachsa 4,,,,,,,First Nations Community / Communauté des Premières Nations
5923816,Tsahaheh 1,542,58,46,83,76,66,First Nations Community / Communauté des Premières Nations
5923822,Klehkoot 2,15,,,,,,First Nations Community / Communauté des Premières Nations
5923823,Esowista 3,94,,,,,64,First Nations Community / Communauté des Premières Nations
5923824,Refuge Cove 6,44,,,,,,First Nations Community / Communauté des Premières Nations
5923825,Tin Wis 11,,,,,,,First Nations Community / Communauté des Premières Nations
5924025,Gold River,1212,78,61,97,83,80,Non-Indigenous Community / Communauté non-Autochtone
5924029,Zeballos,107,,,,,80,Non-Indigenous Community / Communauté non-Autochtone
5924030,Tahsis,248,,,,,73,Non-Indigenous Community / Communauté non-Autochtone
5924034,Campbell River,32588,77,61,96,84,80,Non-Indigenous Community / Communauté non-Autochtone
5924039,Sayward,311,71,47,100,78,74,Non-Indigenous Community / Communauté non-Autochtone
5924042,Strathcona D (Oyster Bay - Buttle Lake),4396,81,64,94,84,80,Non-Indigenous Community / Communauté non-Autochtone
5924048,Strathcona A,764,75,55,95,80,76,Non-Indigenous Community / Communauté non-Autochtone
5924052,Strathcona B,1035,70,71,96,84,80,Non-Indigenous Community / Communauté non-Autochtone
5924054,Strathcona C,2431,73,70,94,82,80,Non-Indigenous Community / Communauté non-Autochtone
5924803,Ahaminaquus 12,,,,,,,First Nations Community / Communauté des Premières Nations
5924804,Campbell River 11,381,63,53,94,77,72,First Nations Community / Communauté des Premières Nations
5924805,Chenahkint 12,,,,,,,First Nations Community / Communauté des Premières Nations
5924806,Houpsitas 6,181,,,,,53,First Nations Community / Communauté des Premières Nations
5924812,Quinsam 12,294,69,52,88,83,73,First Nations Community / Communauté des Premières Nations
5924813,Village Island 1,,,,,,,First Nations Community / Communauté des Premières Nations
5924814,Yuquot 1,5,,,,,,First Nations Community / Communauté des Premières Nations
5924817,Cape Mudge 10,147,,,,,68,First Nations Community / Communauté des Premières Nations
5924818,Squirrel Cove 8,,,,,,,First Nations Community / Communauté des Premières Nations
5924820,Tork 7,64,,,,,,First Nations Community / Communauté des Premières Nations
5924833,Oclucje 7,30,,,,,,First Nations Community / Communauté des Premières Nations
5924835,Tsa Xana 18,187,,,,,61,First Nations Community / Communauté des Premières Nations
5924836,Ehatis 11,88,,,,,64,First Nations Community / Communauté des Premières Nations
5924840,Homalco 9,202,,,,,59,First Nations Community / Communauté des Premières Nations
5926005,Comox,14028,79,68,98,86,83,Non-Indigenous Community / Communauté non-Autochtone
5926010,Courtenay,25599,75,63,97,84,80,Non-Indigenous Community / Communauté non-Autochtone
5926014,Cumberland,3753,73,65,95,88,80,Non-Indigenous Community / Communauté non-Autochtone
5926021,Comox Valley A,7213,78,68,94,82,81,Non-Indigenous Community / Communauté non-Autochtone
5926022,Comox Valley B (Lazo North),7095,81,67,98,85,82,Non-Indigenous Community / Communauté non-Autochtone
5926024,Comox Valley C (Puntledge - Black Creek),8617,77,65,96,85,81,Non-Indigenous Community / Communauté non-Autochtone
5926801,Comox 1,222,,,,,75,First Nations Community / Communauté des Premières Nations
5926802,Pentledge 2,,,,,,,First Nations Community / Communauté des Premières Nations
5927008,Powell River,13157,75,60,95,83,78,Non-Indigenous Community / Communauté non-Autochtone
5927010,Powell River A,1105,74,65,94,77,77,Non-Indigenous Community / Communauté non-Autochtone
5927012,Powell River B,1541,80,62,98,84,81,Non-Indigenous Community / Communauté non-Autochtone
5927016,Powell River C,2064,73,63,94,82,78,Non-Indigenous Community / Communauté non-Autochtone
5927018,Powell River D,1076,73,59,94,79,76,Non-Indigenous Community / Communauté non-Autochtone
5927020,Powell River E,399,49,56,76,82,66,Non-Indigenous Community / Communauté non-Autochtone
5927802,Sliammon 1,707,67,55,85,78,71,First Nations Community / Communauté des Premières Nations
5927806,Sechelt (Part),21,,,,,,First Nations Community / Communauté des Premières Nations
5929005,Gibsons,4605,79,69,97,87,83,Non-Indigenous Community / Communauté non-Autochtone
5929011,Sechelt,10216,78,66,97,85,81,Non-Indigenous Community / Communauté non-Autochtone
5929018,Sunshine Coast A,2624,83,64,96,80,81,Non-Indigenous Community / Communauté non-Autochtone
5929022,Sunshine Coast B,2726,80,69,96,82,82,Non-Indigenous Community / Communauté non-Autochtone
5929024,Sunshine Coast D,3421,78,72,95,88,83,Non-Indigenous Community / Communauté non-Autochtone
5929026,Sunshine Coast E,3664,78,64,96,87,81,Non-Indigenous Community / Communauté non-Autochtone
5929028,Sunshine Coast F,2043,83,72,96,87,85,Non-Indigenous Community / Communauté non-Autochtone
5929801,Chekwelp 26,,,,,,,First Nations Community / Communauté des Premières Nations
5929803,Sechelt (Part),671,58,56,85,80,70,First Nations Community / Communauté des Premières Nations
5931006,Squamish,19512,80,71,95,91,84,Non-Indigenous Community / Communauté non-Autochtone
5931012,Pemberton,2574,78,71,95,93,84,Non-Indigenous Community / Communauté non-Autochtone
5931017,Squamish-Lillooet C,1663,80,68,90,92,83,Non-Indigenous Community / Communauté non-Autochtone
5931020,Whistler,11854,86,79,95,93,88,Non-Indigenous Community / Communauté non-Autochtone
5931021,Squamish-Lillooet D,1057,91,71,96,87,86,Non-Indigenous Community / Communauté non-Autochtone
5931026,Lillooet,2275,73,58,93,81,76,Non-Indigenous Community / Communauté non-Autochtone
5931032,Squamish-Lillooet A,187,,,,,80,Non-Indigenous Community / Communauté non-Autochtone
5931034,Squamish-Lillooet B,363,69,58,92,79,74,Non-Indigenous Community / Communauté non-Autochtone
5931801,Cheakamus 11,57,,,,,,First Nations Community / Communauté des Premières Nations
5931802,Kowtain 17,35,,,,,,First Nations Community / Communauté des Premières Nations
5931806,Seaichem 16,51,,,,,,First Nations Community / Communauté des Premières Nations
5931807,Stawamus 24,107,,,,,63,First Nations Community / Communauté des Premières Nations
5931808,Waiwakum 14,160,,,,,67,First Nations Community / Communauté des Premières Nations
5931809,Yekwaupsum 18,28,,,,,,First Nations Community / Communauté des Premières Nations
5931812,Nesuch 3,138,,,,,69,First Nations Community / Communauté des Premières Nations
5931813,Bridge River 1,241,,,,,66,First Nations Community / Communauté des Premières Nations
5931814,Cayoosh Creek 1,66,,,,,,First Nations Community / Communauté des Premières Nations
5931815,Chilhil 6,70,,,,,59,First Nations Community / Communauté des Premières Nations
5931816,Fountain  1,111,,,,,68,First Nations Community / Communauté des Premières Nations
5931817,Fountain  3,10,,,,,,First Nations Community / Communauté des Premières Nations
5931818,Fountain 10,5,,,,,,First Nations Community / Communauté des Premières Nations
5931819,Fountain 11,,,,,,,First Nations Community / Communauté des Premières Nations
5931820,Fountain 12,10,,,,,,First Nations Community / Communauté des Premières Nations
5931821,Lillooet 1,243,,,,,61,First Nations Community / Communauté des Premières Nations
5931822,Fountain Creek 8,,,,,,,First Nations Community / Communauté des Premières Nations
5931823,McCartney's Flat 4,26,,,,,,First Nations Community / Communauté des Premières Nations
5931824,Seton Lake 5,,,,,,,First Nations Community / Communauté des Premières Nations
5931826,Necait 6,20,,,,,,First Nations Community / Communauté des Premières Nations
5931827,Nesikep 6,10,,,,,,First Nations Community / Communauté des Premières Nations
5931828,Pashilqua 2,45,,,,,,First Nations Community / Communauté des Premières Nations
5931829,Pavilion 1,52,,,,,,First Nations Community / Communauté des Premières Nations
5931831,Slosh 1,177,,,,,64,First Nations Community / Communauté des Premières Nations
5931832,Towinock 2,5,,,,,,First Nations Community / Communauté des Premières Nations
5931833,Mission 5,23,,,,,,First Nations Community / Communauté des Premières Nations
5931842,Fountain 1B,73,,,,,63,First Nations Community / Communauté des Premières Nations
5931843,Mount Currie,1285,55,56,82,65,65,First Nations Community / Communauté des Premières Nations
5931844,Nequatque,132,,,,,67,First Nations Community / Communauté des Premières Nations
5933006,Merritt,7139,75,58,94,83,77,Non-Indigenous Community / Communauté non-Autochtone
5933008,Thompson-Nicola M (Beautiful Nicola Valley - North),1598,81,55,95,82,78,Non-Indigenous Community / Communauté non-Autochtone
5933012,Thompson-Nicola N (Beautiful Nicola Valley - South),762,80,54,96,86,79,Non-Indigenous Community / Communauté non-Autochtone
5933015,Lytton,249,,,,,78,Non-Indigenous Community / Communauté non-Autochtone
5933019,Ashcroft,1558,78,55,96,80,77,Non-Indigenous Community / Communauté non-Autochtone
5933024,Cache Creek,963,74,52,94,82,76,Non-Indigenous Community / Communauté non-Autochtone
5933028,Clinton,641,73,52,93,82,75,Non-Indigenous Community / Communauté non-Autochtone
5933032,Thompson-Nicola E (Bonaparte Plateau),1094,75,55,93,78,75,Non-Indigenous Community / Communauté non-Autochtone
5933035,Logan Lake,1993,78,59,97,80,78,Non-Indigenous Community / Communauté non-Autochtone
5933037,Thompson-Nicola I (Blue Sky Country),1262,74,59,96,81,77,Non-Indigenous Community / Communauté non-Autochtone
5933039,Thompson-Nicola J (Copper Desert Country),1580,85,62,97,83,82,Non-Indigenous Community / Communauté non-Autochtone
5933042,Kamloops,90280,79,65,96,87,82,Non-Indigenous Community / Communauté non-Autochtone
5933044,Thompson-Nicola P (Rivers and the Peaks),3672,83,64,95,84,81,Non-Indigenous Community / Communauté non-Autochtone
5933045,Sun Peaks Mountain,616,79,75,98,82,83,Non-Indigenous Community / Communauté non-Autochtone
5933054,Chase,2286,73,51,94,79,74,Non-Indigenous Community / Communauté non-Autochtone
5933060,Thompson-Nicola L (Grasslands),2955,79,62,97,86,81,Non-Indigenous Community / Communauté non-Autochtone
5933067,Clearwater,2324,76,58,96,84,79,Non-Indigenous Community / Communauté non-Autochtone
5933068,Thompson-Nicola A (Wells Gray Country),1493,74,49,92,76,73,Non-Indigenous Community / Communauté non-Autochtone
5933070,Thompson-Nicola B (Thompson Headwaters),233,,,,,72,Non-Indigenous Community / Communauté non-Autochtone
5933072,Thompson-Nicola O (Lower North Thompson),1323,73,51,94,79,74,Non-Indigenous Community / Communauté non-Autochtone
5933074,Barriere,1713,70,49,96,81,74,Non-Indigenous Community / Communauté non-Autochtone
5933801,Coldwater 1,318,55,45,69,70,60,First Nations Community / Communauté des Premières Nations
5933802,Douglas Lake 3,149,,,,,62,First Nations Community / Communauté des Premières Nations
5933803,Hamilton Creek 2,,,,,,,First Nations Community / Communauté des Premières Nations
5933805,Joeyaska 2,42,,,,,,First Nations Community / Communauté des Premières Nations
5933806,Nicola Lake 1,123,,,,,65,First Nations Community / Communauté des Premières Nations
5933807,Nicola Mameet 1,532,55,51,84,70,65,First Nations Community / Communauté des Premières Nations
5933808,Nooaitch 10,142,,,,,60,First Nations Community / Communauté des Premières Nations
5933809,Paul's Basin 2,25,,,,,,First Nations Community / Communauté des Premières Nations
5933810,Chuchhraischin,,,,,,,First Nations Community / Communauté des Premières Nations
5933811,Zoht 4,25,,,,,,First Nations Community / Communauté des Premières Nations
5933812,Bonaparte 3,121,,,,,69,First Nations Community / Communauté des Premières Nations
5933813,Halhalaeden,5,,,,,,First Nations Community / Communauté des Premières Nations
5933814,Canoe Creek 1,60,,,,,,First Nations Community / Communauté des Premières Nations
5933817,Skeetchestn,293,60,47,79,79,66,First Nations Community / Communauté des Premières Nations
5933819,High Bar 1,,,,,,,First Nations Community / Communauté des Premières Nations
5933821,Canoe Creek 2,34,,,,,,First Nations Community / Communauté des Premières Nations
5933823,Kitzowit 20,16,,,,,,First Nations Community / Communauté des Premières Nations
5933824,Skuppah 2A,,,,,,,First Nations Community / Communauté des Premières Nations
5933825,Inklyuhkinatko 2,30,,,,,,First Nations Community / Communauté des Premières Nations
5933828,Basque 18,,,,,,,First Nations Community / Communauté des Premières Nations
5933829,Klahkamich 17,32,,,,,,First Nations Community / Communauté des Premières Nations
5933831,Kleetlekut 22,10,,,,,,First Nations Community / Communauté des Premières Nations
5933832,Klickkumcheen 18,80,,,,,67,First Nations Community / Communauté des Premières Nations
5933833,Inkluckcheen,141,,,,,64,First Nations Community / Communauté des Premières Nations
5933834,Kumcheen 1,41,,,,,,First Nations Community / Communauté des Premières Nations
5933836,Lower Hat Creek 2,25,,,,,,First Nations Community / Communauté des Premières Nations
5933837,Peq-Paq 22,,,,,,,First Nations Community / Communauté des Premières Nations
5933839,Lytton 4A,,,,,,,First Nations Community / Communauté des Premières Nations
5933840,Lytton 4E,5,,,,,,First Nations Community / Communauté des Premières Nations
5933841,Lytton 9A,5,,,,,,First Nations Community / Communauté des Premières Nations
5933842,Lytton 9B,,,,,,,First Nations Community / Communauté des Premières Nations
5933844,Ashcroft 4,68,,,,,66,First Nations Community / Communauté des Premières Nations
5933845,105 Mile Post 2,10,,,,,,First Nations Community / Communauté des Premières Nations
5933846,Oregon Jack Creek 5,,,,,,,First Nations Community / Communauté des Premières Nations
5933848,Nickel Palm 4,5,,,,,,First Nations Community / Communauté des Premières Nations
5933849,Siska Flat,90,,,,,58,First Nations Community / Communauté des Premières Nations
5933850,Nickeyeah 25,10,,,,,,First Nations Community / Communauté des Premières Nations
5933851,Nicomen 1,63,,,,,,First Nations Community / Communauté des Premières Nations
5933852,Nohomeen 23,5,,,,,,First Nations Community / Communauté des Premières Nations
5933853,Nuuautin 2,139,,,,,61,First Nations Community / Communauté des Premières Nations
5933854,Paska Island 3,5,,,,,,First Nations Community / Communauté des Premières Nations
5933855,Papyum 27,20,,,,,,First Nations Community / Communauté des Premières Nations
5933857,Pemynoos 9,,,,,,,First Nations Community / Communauté des Premières Nations
5933858,Seah 5,10,,,,,,First Nations Community / Communauté des Premières Nations
5933859,Shackan 11,64,,,,,,First Nations Community / Communauté des Premières Nations
5933861,Kloklowuck 7,5,,,,,,First Nations Community / Communauté des Premières Nations
5933865,Skuppah 4,5,,,,,,First Nations Community / Communauté des Premières Nations
5933866,Skwayaynope 26,10,,,,,,First Nations Community / Communauté des Premières Nations
5933868,Spintlum Flat 3,10,,,,,,First Nations Community / Communauté des Premières Nations
5933870,Nkaih 10,,,,,,,First Nations Community / Communauté des Premières Nations
5933872,Marble Canyon 3,84,,,,,73,First Nations Community / Communauté des Premières Nations
5933873,Stryen 9,71,,,,,51,First Nations Community / Communauté des Premières Nations
5933874,Tsaukan 12,,,,,,,First Nations Community / Communauté des Premières Nations
5933875,Upper Hat Creek 1,25,,,,,,First Nations Community / Communauté des Premières Nations
5933876,Upper Nepa 6,15,,,,,,First Nations Community / Communauté des Premières Nations
5933877,Whispering Pines 4,59,,,,,,First Nations Community / Communauté des Premières Nations
5933878,Yawaucht 11,5,,,,,,First Nations Community / Communauté des Premières Nations
5933879,Zacht 5,5,,,,,,First Nations Community / Communauté des Premières Nations
5933880,Kamloops 1,3021,86,66,95,84,83,First Nations Community / Communauté des Premières Nations
5933881,Spences Bridge,5,,,,,,First Nations Community / Communauté des Premières Nations
5933882,Kanaka Bar,71,,,,,65,First Nations Community / Communauté des Premières Nations
5933884,Sahhaltkum 4,304,66,62,89,77,73,First Nations Community / Communauté des Premières Nations
5933886,Nekalliston 2,,,,,,,First Nations Community / Communauté des Premières Nations
5933887,North Thompson 1,218,,,,,75,First Nations Community / Communauté des Premières Nations
5933888,Louis Creek 4,10,,,,,,First Nations Community / Communauté des Premières Nations
5933889,Squaam 2,10,,,,,,First Nations Community / Communauté des Premières Nations
5933895,Shawniken 4B,16,,,,,,First Nations Community / Communauté des Premières Nations
5933896,Nekliptum  1,,,,,,,First Nations Community / Communauté des Premières Nations
5933897,Boothroyd 8A (Part),,,,,,,First Nations Community / Communauté des Premières Nations
5933898,Neskonlith,237,,,,,69,First Nations Community / Communauté des Premières Nations
5935010,Kelowna,127380,81,66,97,88,83,Non-Indigenous Community / Communauté non-Autochtone
5935012,Central Okanagan,3824,81,63,97,85,81,Non-Indigenous Community / Communauté non-Autochtone
5935016,Lake Country,12922,82,65,97,87,83,Non-Indigenous Community / Communauté non-Autochtone
5935018,Peachland,5428,80,64,97,82,81,Non-Indigenous Community / Communauté non-Autochtone
5935020,Central Okanagan J,1981,80,66,97,79,81,Non-Indigenous Community / Communauté non-Autochtone
5935029,West Kelowna,32655,81,65,97,87,83,Non-Indigenous Community / Communauté non-Autochtone
5935801,Duck Lake 7,1664,74,56,94,86,78,First Nations Community / Communauté des Premières Nations
5935802,Tsinstikeptum  9,7612,74,57,97,83,78,First Nations Community / Communauté des Premières Nations
